,state,numcol,yieldpercol,yieldpercol_kg,totalprod,totalprod_kg,totalprod_to,stocks,stocks_to,priceperlb,priceperkg,pricepertonne,prodvalue,year,StateName,Region,FIPS,CLOTHIANIDIN,IMIDACLOPRID,THIAMETHOXAM,ACETAMIPRID,THIACLOPRID,AllNeonic
847,PA,30000.0,37,16.78291769,1110000.0,503487.5307,503.4875307,377000.0,171.00432349,2.13,4.695846184537892,4695.846184537892,2364000.0,2010,Pennsylvania,Northeast,42,5339.0,4065.1,3886.9,1214.6,473.1,14978.7
848,PA,30000.0,54,24.49398798,1620000.0,734819.6394,734.8196394,810000.0,367.4098197,1.42,3.130564123025261,3130.564123025262,2300000.0,2004,Pennsylvania,Northeast,42,5459.9,1608.3,1116.8,226.4,443.6,8855.0
849,SC,9000.0,90,40.8233133,810000.0,367409.8197,367.4098197,65000.0,29.48350405,1.26,2.7778245035294575,2777.8245035294576,1021000.0,1995,South Carolina,South,45,0.0,6.4,0.0,0.0,0.0,6.4
850,SC,9000.0,90,40.8233133,810000.0,367409.8197,367.4098197,81000.0,36.74098197,1.16,2.55736224134458,2557.3622413445796,940000.0,1996,South Carolina,South,45,0.0,216.7,0.0,0.0,0.0,216.7
851,SC,10000.0,100,45.359237,1000000.0,453592.37,453.59237,150000.0,68.0388555,0.82,1.8077905499159959,1807.790549915996,820000.0,1994,South Carolina,South,45,,,,,,
852,SC,11000.0,61,27.66913457,671000.0,304360.48027,304.36048027,107000.0,48.53438359,0.77,1.6975594188235574,1697.5594188235575,517000.0,1991,South Carolina,South,45,,,,,,
853,SC,11000.0,69,31.29787353,759000.0,344276.60883000004,344.27660883,99000.0,44.90564463,0.78,1.7196056450420452,1719.6056450420451,592000.0,1992,South Carolina,South,45,,,,,,
854,SC,11000.0,90,40.8233133,990000.0,449056.4463,449.0564463,129000.0,58.51341573,0.6,1.3227735731092654,1322.7735731092655,594000.0,1993,South Carolina,South,45,,,,,,
855,SC,14000.0,67,30.390688790000002,938000.0,425469.64306000003,425.46964306,38000.0,17.23651006,4.1,9.03895274957998,9038.95274957998,3846000.0,2015,South Carolina,South,45,900.5,5923.0,1364.2,59.5,0.0,8247.2
856,SC,16000.0,34,15.42214058,544000.0,246754.24928000002,246.75424927999998,27000.0,12.24699399,3.06,6.746145222857254,6746.145222857254,1665000.0,2017,South Carolina,South,45,,,,,,
857,SC,16000.0,45,20.41165665,720000.0,326586.5064,326.5865064,36000.0,16.32932532,4.57,10.075125381848906,10075.125381848906,3290000.0,2016,South Carolina,South,45,2473.2,9400.7,2362.0,34.4,0.0,14270.3
858,SC,4000.0,70,31.751465900000003,280000.0,127005.86360000001,127.0058636,8000.0,3.6287389599999997,1.89,4.166736755294186,4166.736755294186,529000.0,2003,South Carolina,South,45,0.0,625.6,264.9,0.0,0.0,890.5
859,SC,5000.0,94,42.63768278,470000.0,213188.4139,213.1884139,14000.0,6.3502931799999995,1.25,2.7557782773109696,2755.7782773109698,588000.0,2002,South Carolina,South,45,0.0,295.5,476.3,0.0,0.0,771.8
860,SC,7000.0,40,18.143694800000002,280000.0,127005.86360000001,127.0058636,67000.0,30.39068879,0.79,1.741651871260533,1741.651871260533,221000.0,2001,South Carolina,South,45,0.0,631.0,0.0,0.0,0.0,631.0
861,SC,9000.0,54,24.49398798,486000.0,220445.89182000002,220.44589181999999,19000.0,8.61825503,3.97,8.75235180873964,8752.35180873964,1929000.0,2014,South Carolina,South,45,7144.3,5645.3,3728.9,18.6,0.0,16537.1
862,SD,225000.0,101,45.81282937,22725000.0,10307886.60825,10307.886608249999,4091000.0,1855.64638567,0.54,1.190496215798339,1190.496215798339,12272000.0,1991,South Dakota,Midwest,46,,,,,,
863,SD,240000.0,65,29.48350405,15600000.0,7076040.972,7076.040972,8736000.0,3962.58294432,0.74,1.631420740168094,1631.4207401680942,11544000.0,1997,South Dakota,Midwest,46,0.0,47.0,0.0,0.0,0.0,47.0
864,SD,240000.0,85,38.55535145,20400000.0,9253284.348000001,9253.284348,3264000.0,1480.52549568,0.53,1.1684499895798512,1168.4499895798513,10812000.0,1992,South Dakota,Midwest,46,,,,,,
865,SD,240000.0,85,38.55535145,20400000.0,9253284.348000001,9253.284348,4896000.0,2220.78824352,0.71,1.5652820615126306,1565.282061512631,14484000.0,1995,South Dakota,Midwest,46,0.0,0.4,0.0,0.0,0.0,0.4
866,SD,240000.0,97,43.99845989,23280000.0,10559630.3736,10559.630373599999,6751000.0,3062.20208987,0.9,1.9841603596638981,1984.1603596638984,20952000.0,1996,South Dakota,Midwest,46,0.0,0.7,0.0,0.0,0.0,0.7
867,SD,245000.0,98,44.45205226,24010000.0,10890752.8037,10890.7528037,4322000.0,1960.42622314,0.52,1.1464037633613633,1146.4037633613634,12485000.0,1993,South Dakota,Midwest,46,,,,,,
868,SD,260000.0,100,45.359237,26000000.0,11793401.620000001,11793.40162,8580000.0,3891.8225346,0.52,1.1464037633613633,1146.4037633613634,13520000.0,1994,South Dakota,Midwest,46,,,,,,
869,SD,215000.0,105,47.62719885,22575000.0,10239847.75275,10239.84775275,13545000.0,6143.90865165,1.01,2.2266688480672636,2226.6688480672638,22801000.0,2004,South Dakota,Midwest,46,5911.3,608.5,5271.8,0.0,0.0,11791.6
870,SD,215000.0,70,31.751465900000003,15050000.0,6826565.168500001,6826.5651685,2709000.0,1228.78173033,1.43,3.152610349243749,3152.610349243749,21522000.0,2003,South Dakota,Midwest,46,0.0,23.8,35.5,0.0,0.0,59.3
871,SD,220000.0,79,35.83379723,17380000.0,7883435.3906000005,7883.4353906,11818000.0,5360.55462866,0.83,1.8298367761344838,1829.836776134484,14425000.0,2005,South Dakota,Midwest,46,14632.9,2917.8,5778.2,0.0,0.0,23328.9
872,SD,224000.0,104,47.173606480000004,23296000.0,10566887.85152,10566.88785152,13046000.0,5917.56605902,0.6,1.3227735731092654,1322.7735731092655,13978000.0,1999,South Dakota,Midwest,46,0.0,166.3,0.0,0.0,0.0,166.3
873,SD,225000.0,47,21.31884139,10575000.0,4796739.3127500005,4796.73931275,10575000.0,4796.73931275,0.94,2.072345264537849,2072.3452645378493,9941000.0,2006,South Dakota,Midwest,46,9656.3,2415.1,7890.2,0.0,0.0,19961.6
874,SD,225000.0,51,23.133210870000003,11475000.0,5204972.44575,5204.97244575,2410000.0,1093.1576117,1.42,3.130564123025261,3130.564123025262,16295000.0,2002,South Dakota,Midwest,46,0.0,14.0,26.1,0.0,0.0,40.1
875,SD,225000.0,95,43.09127515,21375000.0,9695536.908750001,9695.53690875,10901000.0,4944.61042537,0.64,1.4109584779832165,1410.9584779832167,13680000.0,1998,South Dakota,Midwest,46,0.0,29.8,0.0,0.0,0.0,29.8
876,SD,225000.0,95,43.09127515,21375000.0,9695536.908750001,9695.53690875,11970000.0,5429.5006689,1.34,2.95419431327736,2954.19431327736,28643000.0,2008,South Dakota,Midwest,46,19030.9,8371.2,15456.4,0.0,0.0,42858.5
877,SD,235000.0,121,54.884676770000006,28435000.0,12897899.04095,12897.89904095,12796000.0,5804.16796652,0.58,1.27868112067229,1278.6811206722898,16492000.0,2000,South Dakota,Midwest,46,0.0,339.1,0.0,0.0,0.0,339.1
878,SD,235000.0,65,29.48350405,15275000.0,6928623.45175,6928.62345175,12220000.0,5542.8987614,0.71,1.5652820615126306,1565.282061512631,10845000.0,2001,South Dakota,Midwest,46,0.0,129.1,6.8,0.0,0.0,135.9
879,SD,250000.0,66,29.937096420000003,16500000.0,7484274.105,7484.2741049999995,4290000.0,1945.9112673,1.7,3.7478584571429185,3747.8584571429187,28050000.0,2011,South Dakota,Midwest,46,56469.5,9590.0,31202.5,0.0,0.0,97262.0
880,SD,255000.0,52,23.586803240000002,13260000.0,6014634.8262,6014.6348262,10608000.0,4811.70786096,1.02,2.248715074285751,2248.7150742857516,13525000.0,2007,South Dakota,Midwest,46,17259.9,5374.1,12813.5,0.0,0.0,35447.5
881,SD,255000.0,57,25.85476509,14535000.0,6592965.09795,6592.96509795,6541000.0,2966.9476921699998,1.91,4.2108292077311615,4210.829207731162,27762000.0,2017,South Dakota,Midwest,46,,,,,,
882,SD,260000.0,63,28.576319310000002,16380000.0,7429843.0206,7429.843020599999,3604000.0,1634.74690148,1.95,4.2990141126051125,4299.014112605113,31941000.0,2012,South Dakota,Midwest,46,83387.2,23306.0,27449.5,0.0,0.0,134142.7
883,SD,265000.0,56,25.40117272,14840000.0,6731310.7708,6731.3107708,6381000.0,2894.37291297,2.07,4.563568827226965,4563.568827226965,30719000.0,2013,South Dakota,Midwest,46,110271.7,41123.6,20578.9,0.0,0.0,171974.2
884,SD,265000.0,58,26.30835746,15370000.0,6971714.7269,6971.7147269,4765000.0,2161.36764305,1.51,3.3289801589916515,3328.9801589916515,23209000.0,2010,South Dakota,Midwest,46,25785.1,19213.3,24743.8,0.0,0.0,69742.2
885,SD,270000.0,66,29.937096420000003,17820000.0,8083016.0334,8083.0160334,6237000.0,2829.0556116899998,1.42,3.130564123025261,3130.564123025262,25304000.0,2009,South Dakota,Midwest,46,25722.1,11245.6,30030.9,0.0,0.0,66998.6
886,SD,280000.0,71,32.20505827,19880000.0,9017416.3156,9017.4163156,12127000.0,5500.71467099,1.76,3.8801358144538454,3880.1358144538453,34989000.0,2016,South Dakota,Midwest,46,0.0,903.9000000000011,312.0,0.0,0.0,1215.9
887,SD,280000.0,87,39.46253619,24360000.0,11049510.133200001,11049.5101332,5846000.0,2651.70099502,2.08,4.585615053445453,4585.615053445454,50669000.0,2014,South Dakota,Midwest,46,99792.8,15470.3,33505.7,0.0,0.0,148768.8
888,SD,290000.0,66,29.937096420000003,19140000.0,8681757.9618,8681.7579618,9379000.0,4254.2428382299995,1.79,3.946274493109309,3946.274493109309,34261000.0,2015,South Dakota,Midwest,46,0.0,2380.3,7602.5,0.0,0.0,9982.8
889,TN,5000.0,53,24.04039561,265000.0,120201.97805,120.20197805,87000.0,39.46253619,1.17,2.5794084675630673,2579.4084675630675,310000.0,1995,Tennessee,South,47,0.0,397.0,0.0,0.0,0.0,397.0
890,TN,5000.0,64,29.02991168,320000.0,145149.5584,145.1495584,90000.0,40.8233133,1.54,3.395118837647115,3395.118837647115,493000.0,1996,Tennessee,South,47,0.0,241.1,0.0,0.0,0.0,241.1
891,TN,6000.0,51,23.133210870000003,306000.0,138799.26522,138.79926522,107000.0,48.53438359,0.98,2.1605301694118,2160.5301694118,300000.0,1994,Tennessee,South,47,,,,,,
892,TN,7000.0,43,19.50447191,301000.0,136531.30337,136.53130337,66000.0,29.93709642,0.74,1.631420740168094,1631.4207401680942,223000.0,1992,Tennessee,South,47,,,,,,
893,TN,7000.0,62,28.12272694,434000.0,196859.08858,196.85908858,148000.0,67.13167075999999,1.47,3.2407952541177,3240.7952541177006,638000.0,1997,Tennessee,South,47,0.0,1292.4,0.0,0.0,0.0,1292.4
894,TN,8000.0,51,23.133210870000003,408000.0,185065.68696000002,185.06568696,86000.0,39.00894382,0.93,2.0502990383193613,2050.2990383193614,379000.0,1993,Tennessee,South,47,,,,,,
895,TN,14000.0,38,17.23651006,532000.0,241311.14084,241.31114084,106000.0,48.08079122,0.69,1.5211896090756551,1521.1896090756552,367000.0,1991,Tennessee,South,47,,,,,,
896,TN,6000.0,40,18.143694800000002,240000.0,108862.1688,108.86216879999999,46000.0,20.86524902,1.52,3.351026385210139,3351.0263852101393,365000.0,2003,Tennessee,South,47,0.0,1080.9,1378.5,0.0,0.0,2459.4
897,TN,6000.0,54,24.49398798,324000.0,146963.92788,146.96392788,91000.0,41.27690567,1.73,3.813997135798382,3813.9971357983823,561000.0,2004,Tennessee,South,47,1814.1,9368.0,4763.2,2195.6,2.0,18142.9
898,TN,6000.0,55,24.947580350000003,330000.0,149685.4821,149.6854821,69000.0,31.29787353,4.88,10.758558394622025,10758.558394622027,1610000.0,2016,Tennessee,South,47,3974.5,3258.7,16149.1,474.9,0.0,23857.2
899,TN,6000.0,61,27.66913457,366000.0,166014.80742,166.01480741999998,59000.0,26.76194983,2.93,6.459544282016913,6459.544282016914,1072000.0,2012,Tennessee,South,47,12711.3,9755.0,15320.4,37.4,2.1,37826.2
900,TN,7000.0,41,18.59728717,287000.0,130181.01019,130.18101019,75000.0,34.01942775,4.68,10.31763387025227,10317.63387025227,1343000.0,2017,Tennessee,South,47,,,,,,
901,TN,7000.0,44,19.958064280000002,308000.0,139706.44996,139.70644996,68000.0,30.844281159999998,2.93,6.459544282016913,6459.544282016914,902000.0,2011,Tennessee,South,47,8521.7,12683.9,13807.5,911.0,6.4,35930.5
902,TN,7000.0,45,20.41165665,315000.0,142881.59655000002,142.88159654999998,63000.0,28.57631931,3.55,7.826410307563154,7826.410307563154,1118000.0,2013,Tennessee,South,47,24363.6,11922.9,12578.1,14.2,3.9,48882.7
903,TN,7000.0,51,23.133210870000003,357000.0,161932.47609,161.93247609,86000.0,39.00894382,2.37,5.2249556137815985,5224.955613781599,846000.0,2009,Tennessee,South,47,4902.4,6533.0,16165.1,641.8,0.1,28242.4
904,TN,7000.0,55,24.947580350000003,385000.0,174633.06245,174.63306244999998,58000.0,26.30835746,1.84,4.056505624201748,4056.5056242017477,708000.0,2006,Tennessee,South,47,1644.2,5413.7,13435.6,1060.2,33.4,21587.1
905,TN,7000.0,55,24.947580350000003,385000.0,174633.06245,174.63306244999998,92000.0,41.73049804,1.67,3.681719778487455,3681.7197784874556,643000.0,2005,Tennessee,South,47,698.2,12633.2,4017.1,695.6,16.0,18060.1
906,TN,7000.0,59,26.761949830000002,413000.0,187333.64881,187.33364881,78000.0,35.38020486,4.04,8.906675392269054,8906.675392269055,1669000.0,2015,Tennessee,South,47,958.2,5303.8,2472.5,580.7,11.3,9326.5
907,TN,7000.0,61,27.66913457,427000.0,193683.94199000002,193.68394199,149000.0,67.58526313,2.09,4.607661279663941,4607.661279663941,892000.0,2008,Tennessee,South,47,3438.0,9691.3,5011.7,461.4,17.3,18619.7
908,TN,7000.0,63,28.576319310000002,441000.0,200034.23517,200.03423517,88000.0,39.91612856,3.76,8.289381058151395,8289.381058151397,1658000.0,2014,Tennessee,South,47,24614.4,18828.9,7925.3,482.7,14.6,51865.9
909,TN,7000.0,64,29.02991168,448000.0,203209.38176000002,203.20938175999999,121000.0,54.88467677,1.32,2.910101860840384,2910.1018608403842,591000.0,1998,Tennessee,South,47,0.0,2954.5,0.0,0.0,0.0,2954.5
910,TN,7000.0,65,29.48350405,455000.0,206384.52835,206.38452834999998,114000.0,51.70953018,1.99,4.387199017479063,4387.1990174790635,905000.0,2007,Tennessee,South,47,2122.4,5452.4,10910.5,793.8,19.6,19298.7
911,TN,8000.0,51,23.133210870000003,408000.0,185065.68696000002,185.06568696,106000.0,48.08079122,1.3,2.8660094084034085,2866.0094084034085,530000.0,1999,Tennessee,South,47,0.0,3196.2,0.0,0.0,0.0,3196.2
912,TN,8000.0,59,26.761949830000002,472000.0,214095.59864,214.09559864,131000.0,59.42060047,1.39,3.064425444369798,3064.4254443697982,656000.0,2001,Tennessee,South,47,0.0,1793.7,463.2,0.0,0.0,2256.9
913,TN,8000.0,61,27.66913457,488000.0,221353.07656000002,221.35307656,137000.0,62.14215469,1.4,3.0864716705882858,3086.471670588286,683000.0,2002,Tennessee,South,47,0.0,2572.4,369.5,79.5,0.0,3021.4
914,TN,8000.0,63,28.576319310000002,504000.0,228610.55448000002,228.61055448,106000.0,48.08079122,2.5,5.511556554621939,5511.5565546219395,1260000.0,2010,Tennessee,South,47,2765.5,10607.5,17264.6,326.5,6.4,30970.5
915,TN,9000.0,61,27.66913457,549000.0,249022.21113,249.02221113,104000.0,47.17360648,1.43,3.152610349243749,3152.610349243749,785000.0,2000,Tennessee,South,47,0.0,3094.9,0.0,0.0,0.0,3094.9
916,TX,82000.0,83,37.648166710000005,6806000.0,3087149.67022,3087.1496702199997,1361000.0,617.33921557,0.85,1.8739292285714593,1873.9292285714594,5785000.0,1996,Texas,South,48,0.0,3467.1,0.0,0.0,0.0,3467.1
917,TX,84000.0,106,48.08079122,8904000.0,4038786.46248,4038.78646248,1959000.0,888.58745283,0.67,1.47709715663868,1477.09715663868,5966000.0,1995,Texas,South,48,0.0,5934.9,0.0,0.0,0.0,5934.9
918,TX,94000.0,106,48.08079122,9964000.0,4519594.37468,4519.59437468,3188000.0,1446.05247556,0.75,1.6534669663865817,1653.4669663865818,7473000.0,1997,Texas,South,48,0.0,3650.3,0.0,0.0,0.0,3650.3
919,TX,103000.0,74,33.56583538,7622000.0,3457281.0441400004,3457.2810441399997,2058000.0,933.49309746,0.5,1.1023113109243878,1102.311310924388,3811000.0,1994,Texas,South,48,0.0,2050.5,0.0,0.0,0.0,2050.5
920,TX,105000.0,82,37.19457434,8610000.0,3905430.3057000004,3905.4303056999997,2755000.0,1249.64697935,0.51,1.1243575371428756,1124.3575371428758,4391000.0,1993,Texas,South,48,,,,,,
921,TX,125000.0,85,38.55535145,10625000.0,4819418.93125,4819.41893125,1488000.0,674.9454465599999,0.52,1.1464037633613633,1146.4037633613634,5525000.0,1992,Texas,South,48,,,,,,
922,TX,140000.0,78,35.38020486,10920000.0,4953228.6804,4953.2286804,1201000.0,544.76443637,0.54,1.190496215798339,1190.496215798339,5897000.0,1991,Texas,South,48,,,,,,
923,TX,100000.0,72,32.658650640000005,7200000.0,3265865.0640000002,3265.865064,792000.0,359.24515704,1.51,3.3289801589916515,3328.9801589916515,10872000.0,2010,Texas,South,48,16309.8,33072.3,21185.7,4883.5,0.0,75451.3
924,TX,105000.0,79,35.83379723,8295000.0,3762548.70915,3762.54870915,2986000.0,1354.4268168199999,0.57,1.256634894453802,1256.6348944538022,4728000.0,2000,Texas,South,48,0.0,8249.2,0.0,0.0,0.0,8249.2
925,TX,105000.0,82,37.19457434,8610000.0,3905430.3057000004,3905.4303056999997,1550000.0,703.0681735,0.96,2.1164377169748247,2116.4377169748245,8266000.0,2007,Texas,South,48,13963.4,28647.4,21783.1,5459.1,0.0,69853.0
926,TX,106000.0,59,26.761949830000002,6254000.0,2836766.6819800003,2836.7666819799997,1689000.0,766.11751293,2.1,4.629707505882429,4629.707505882429,13133000.0,2013,Texas,South,48,49624.0,54520.1,37905.6,871.2,0.0,142920.9
927,TX,108000.0,81,36.74098197,8748000.0,3968026.0527600003,3968.02605276,2799000.0,1269.60504363,0.64,1.4109584779832165,1410.9584779832167,5599000.0,1999,Texas,South,48,0.0,19112.6,0.0,0.0,0.0,19112.6
928,TX,114000.0,67,30.390688790000002,7638000.0,3464538.5220600003,3464.53852206,985000.0,446.78848445,1.14,2.513269788907604,2513.2697889076044,8707000.0,2002,Texas,South,48,0.0,5253.0,1101.7,3255.2,0.0,9609.9
929,TX,116000.0,76,34.47302012,8816000.0,3998870.33392,3998.87033392,1411000.0,640.01883407,0.97,2.1384839431933123,2138.4839431933124,8552000.0,2004,Texas,South,48,11383.1,44266.8,14481.7,9355.9,0.0,79487.5
930,TX,116000.0,78,35.38020486,9048000.0,4104103.76376,4104.10376376,2081000.0,943.9257219699999,2.24,4.938354672941258,4938.354672941258,20268000.0,2014,Texas,South,48,53455.1,63305.3,45239.0,2057.7,0.0,164057.1
931,TX,120000.0,66,29.937096420000003,7920000.0,3592451.5704,3592.4515704,2297000.0,1041.90167389,2.11,4.651753732100916,4651.753732100917,16711000.0,2017,Texas,South,48,,,,,,
932,TX,126000.0,66,29.937096420000003,8316000.0,3772074.14892,3772.07414892,1164000.0,527.98151868,2.1,4.629707505882429,4629.707505882429,17464000.0,2015,Texas,South,48,0.0,27046.2,19475.6,897.9,0.0,47419.7
933,TX,133000.0,70,31.751465900000003,9310000.0,4222944.9647,4222.9449647,2607000.0,1182.51530859,2.08,4.585615053445453,4585.615053445454,19365000.0,2016,Texas,South,48,0.0,13523.5,6855.40000000001,2400.9,0.0,22779.8
934,TX,140000.0,67,30.390688790000002,9380000.0,4254696.430600001,4254.6964306,1126000.0,510.74500861999996,1.4,3.0864716705882858,3086.471670588286,13132000.0,2003,Texas,South,48,0.0,4280.2,551.1,3570.8,0.0,8402.1
935,TX,77000.0,64,29.02991168,4928000.0,2235303.19936,2235.30319936,1380000.0,625.9574706,1.34,2.95419431327736,2954.19431327736,6604000.0,2008,Texas,South,48,17196.3,14089.8,16558.7,4167.2,0.0,52012.0
936,TX,78000.0,58,26.30835746,4524000.0,2052051.88188,2052.05188188,633000.0,287.12397021,1.78,3.924228266890821,3924.228266890821,8053000.0,2011,Texas,South,48,15317.7,48437.8,31178.1,1468.2,0.0,96401.8
937,TX,82000.0,70,31.751465900000003,5740000.0,2603620.2038000003,2603.6202038,976000.0,442.70615312,0.89,1.9621141334454104,1962.1141334454105,5109000.0,2006,Texas,South,48,9881.7,19838.6,13792.6,1880.9,0.0,45393.8
938,TX,84000.0,71,32.20505827,5964000.0,2705224.89468,2705.22489468,954000.0,432.72712098,0.86,1.895975454789947,1895.9754547899472,5129000.0,2005,Texas,South,48,28128.1,11748.1,22322.6,8186.8,0.0,70385.6
939,TX,89000.0,63,28.576319310000002,5607000.0,2543292.41859,2543.29241859,1065000.0,483.07587405,1.39,3.064425444369798,3064.4254443697982,7794000.0,2009,Texas,South,48,27530.7,17772.8,20451.6,1747.8,0.0,67502.9
940,TX,91000.0,77,34.926612490000004,7007000.0,3178321.7365900003,3178.32173659,1612000.0,731.19090044,0.62,1.3668660255462408,1366.866025546241,4344000.0,1998,Texas,South,48,0.0,6069.7,0.0,0.0,0.0,6069.7
941,TX,92000.0,52,23.586803240000002,4784000.0,2169985.89808,2169.98589808,718000.0,325.67932165999997,2.0,4.409245243697551,4409.245243697552,9568000.0,2012,Texas,South,48,34068.6,41223.7,51258.9,372.5,0.0,126923.7
942,TX,97000.0,79,35.83379723,7663000.0,3475878.3313100003,3475.87833131,1533000.0,695.35710321,0.65,1.4330047042017042,1433.0047042017043,4981000.0,2001,Texas,South,48,0.0,18478.4,406.8,0.0,0.0,18885.2
943,UT,32000.0,33,14.968548210000002,1056000.0,478993.54272,478.99354272,232000.0,105.23342984,0.65,1.4330047042017042,1433.0047042017043,686000.0,1995,Utah,West,49,0.0,646.9,0.0,0.0,0.0,646.9
944,UT,32000.0,52,23.586803240000002,1664000.0,754777.70368,754.77770368,699000.0,317.06106662999997,0.75,1.6534669663865817,1653.4669663865818,1248000.0,1997,Utah,West,49,0.0,141.6,0.0,0.0,0.0,141.6
945,UT,34000.0,46,20.86524902,1564000.0,709418.4666800001,709.4184666799999,328000.0,148.77829736,0.85,1.8739292285714593,1873.9292285714594,1329000.0,1996,Utah,West,49,0.0,113.2,0.0,0.0,0.0,113.2
946,UT,42000.0,53,24.04039561,2226000.0,1009696.61562,1009.69661562,445000.0,201.84860465,0.55,1.2125424420168267,1212.5424420168267,1224000.0,1993,Utah,West,49,,,,,,
947,UT,43000.0,59,26.761949830000002,2537000.0,1150763.84269,1150.76384269,1218000.0,552.47550666,0.53,1.1684499895798512,1168.4499895798513,1345000.0,1994,Utah,West,49,,,,,,
948,UT,45000.0,34,15.42214058,1530000.0,693996.3261000001,693.9963261,199000.0,90.26488162999999,0.55,1.2125424420168267,1212.5424420168267,842000.0,1991,Utah,West,49,,,,,,
949,UT,47000.0,56,25.40117272,2632000.0,1193855.11784,1193.85511784,632000.0,286.67037784,0.58,1.27868112067229,1278.6811206722898,1527000.0,1992,Utah,West,49,,,,,,
950,UT,22000.0,59,26.761949830000002,1298000.0,588762.8962600001,588.7628962599999,208000.0,94.34721296,1.3,2.8660094084034085,2866.0094084034085,1687000.0,2002,Utah,West,49,0.0,44.0,1.4,0.5,0.0,45.9
951,UT,23000.0,38,17.23651006,874000.0,396439.73138,396.43973138,315000.0,142.88159654999998,0.65,1.4330047042017042,1433.0047042017043,568000.0,2001,Utah,West,49,0.0,11.6,0.0,0.0,0.0,11.6
952,UT,23000.0,39,17.69010243,897000.0,406872.35589,406.87235589,170000.0,77.11070289999999,1.75,3.8580895882353574,3858.089588235358,1570000.0,2011,Utah,West,49,141.7,297.0,188.0,0.0,0.0,626.7
953,UT,24000.0,41,18.59728717,984000.0,446334.89208,446.33489208,462000.0,209.55967494,0.6,1.3227735731092654,1322.7735731092655,590000.0,2000,Utah,West,49,0.0,88.7,0.0,0.0,0.0,88.7
954,UT,24000.0,45,20.41165665,1080000.0,489879.75960000005,489.8797596,346000.0,156.94296002,0.95,2.094391490756337,2094.391490756337,1026000.0,2005,Utah,West,49,76.6,25.4,11.4,40.6,0.0,154.0
955,UT,24000.0,70,31.751465900000003,1680000.0,762035.1816,762.0351816,554000.0,251.29017298,1.1,2.4250848840336534,2425.0848840336535,1848000.0,2004,Utah,West,49,100.3,39.9,0.9,37.9,0.0,179.0
956,UT,25000.0,38,17.23651006,950000.0,430912.7515,430.9127515,209000.0,94.80080533,1.87,4.122644302857211,4122.644302857211,1777000.0,2012,Utah,West,49,700.6,636.4,196.2,0.0,0.0,1533.2
957,UT,25000.0,57,25.85476509,1425000.0,646369.12725,646.36912725,157000.0,71.21400209,1.28,2.821916955966433,2821.9169559664333,1824000.0,2003,Utah,West,49,0.0,45.7,1.7,12.2,0.0,59.6
958,UT,26000.0,30,13.6077711,780000.0,353802.04860000004,353.8020486,195000.0,88.45051215,1.53,3.373072611428627,3373.072611428627,1193000.0,2010,Utah,West,49,155.4,256.4,157.1,26.9,0.0,595.8
959,UT,26000.0,38,17.23651006,988000.0,448149.26156,448.14926156,198000.0,89.81128926,1.46,3.2187490278992126,3218.7490278992127,1442000.0,2009,Utah,West,49,80.9,148.3,91.0,20.7,0.0,340.9
960,UT,26000.0,45,20.41165665,1170000.0,530703.0729,530.7030728999999,433000.0,196.40549621,0.68,1.4991433828571676,1499.1433828571678,796000.0,1999,Utah,West,49,0.0,19.8,0.0,0.0,0.0,19.8
961,UT,26000.0,50,22.6796185,1300000.0,589670.081,589.670081,299000.0,135.62411863,0.98,2.1605301694118,2160.5301694118,1274000.0,2006,Utah,West,49,48.3,12.3,50.8,19.4,0.0,130.8
962,UT,27000.0,31,14.06136347,837000.0,379656.81369000004,379.65681369,67000.0,30.39068879,2.06,4.541522601008478,4541.522601008478,1724000.0,2017,Utah,West,49,,,,,,
963,UT,27000.0,42,19.05087954,1134000.0,514373.74758,514.37374758,147000.0,66.67807839,1.92,4.2328754339496495,4232.875433949649,2177000.0,2015,Utah,West,49,0.0,220.3,0.3,3.2,0.0,223.8
964,UT,28000.0,42,19.05087954,1176000.0,533424.6271200001,533.42462712,270000.0,122.4699399,1.13,2.4912235626891164,2491.2235626891165,1329000.0,2007,Utah,West,49,11.9,17.7,6.5,8.7,0.0,44.8
965,UT,28000.0,48,21.772433760000002,1344000.0,609628.14528,609.62814528,242000.0,109.76935354,1.57,3.461257516302578,3461.257516302578,2110000.0,2008,Utah,West,49,150.2,68.0,39.7,25.1,0.0,283.0
966,UT,29000.0,28,12.70058636,812000.0,368317.00444,368.31700444,130000.0,58.9670081,2.13,4.695846184537892,4695.846184537892,1730000.0,2014,Utah,West,49,892.3,434.2,413.5,11.5,0.0,1751.5
967,UT,30000.0,34,15.42214058,1020000.0,462664.2174,462.6642174,92000.0,41.73049804,2.09,4.607661279663941,4607.661279663941,2132000.0,2013,Utah,West,49,536.7,554.5,527.2,21.3,0.0,1639.7
968,UT,30000.0,58,26.30835746,1740000.0,789250.7238,789.2507238,557000.0,252.65095008999998,0.65,1.4330047042017042,1433.0047042017043,1131000.0,1998,Utah,West,49,0.0,61.6,0.0,0.0,0.0,61.6
969,UT,31000.0,32,14.51495584,992000.0,449963.63104,449.96363104,169000.0,76.65711053,1.93,4.2549216601681366,4254.921660168137,1915000.0,2016,Utah,West,49,0.0,87.4,8.1,0.0,0.0,95.5
