,state,numcol,yieldpercol,yieldpercol_kg,totalprod,totalprod_kg,totalprod_to,stocks,stocks_to,priceperlb,priceperkg,pricepertonne,prodvalue,year,StateName,Region,FIPS,CLOTHIANIDIN,IMIDACLOPRID,THIAMETHOXAM,ACETAMIPRID,THIACLOPRID,AllNeonic
301,IN,13000.0,54,24.49398798,702000.0,318421.84374000004,318.42184374,204000.0,92.53284348,0.71,1.5652820615126306,1565.282061512631,498000.0,1994,Indiana,Midwest,18,,,,,,
302,IN,15000.0,31,14.06136347,465000.0,210920.45205000002,210.92045205,186000.0,84.36818081999999,0.72,1.5873282877311183,1587.3282877311185,335000.0,1992,Indiana,Midwest,18,,,,,,
303,IN,21000.0,50,22.6796185,1050000.0,476271.98850000004,476.27198849999996,368000.0,166.92199216,0.68,1.4991433828571676,1499.1433828571678,714000.0,1991,Indiana,Midwest,18,,,,,,
304,IN,10000.0,43,19.50447191,430000.0,195044.71910000002,195.0447191,151000.0,68.49244786999999,2.23,4.91630844672277,4916.30844672277,959000.0,2010,Indiana,Midwest,18,38671.5,50011.9,16785.9,30.8,13.7,105513.8
305,IN,10000.0,81,36.74098197,810000.0,367409.8197,367.4098197,437000.0,198.21986569,0.9,1.9841603596638981,1984.1603596638984,729000.0,1999,Indiana,Midwest,18,0.0,458.3,0.0,0.0,0.0,458.3
306,IN,5000.0,56,25.40117272,280000.0,127005.86360000001,127.0058636,78000.0,35.38020486,1.66,3.6596735522689676,3659.673552268968,465000.0,2003,Indiana,Midwest,18,0.0,441.8,69.0,65.5,0.0,576.3
307,IN,5000.0,62,28.12272694,310000.0,140613.6347,140.6136347,115000.0,52.16312255,3.19,7.0327461636975945,7032.746163697595,989000.0,2014,Indiana,Midwest,18,149287.3,66659.6,18844.2,56.8,0.4,234848.3
308,IN,6000.0,47,21.31884139,282000.0,127913.04834000001,127.91304834,82000.0,37.19457434,2.77,6.1068046625211085,6106.804662521109,781000.0,2013,Indiana,Midwest,18,123068.8,37155.9,23874.4,27.6,0.0,184126.7
309,IN,6000.0,53,24.04039561,318000.0,144242.37366,144.24237366,165000.0,74.84274105,3.23,7.1209310685715455,7120.931068571546,1027000.0,2015,Indiana,Midwest,18,7.1,2418.8,1287.9,38.3,0.0,3752.1
310,IN,7000.0,48,21.772433760000002,336000.0,152407.03632,152.40703632,128000.0,58.059823359999996,3.94,8.686213130084177,8686.213130084177,1324000.0,2017,Indiana,Midwest,18,,,,,,
311,IN,7000.0,54,24.49398798,378000.0,171457.91586,171.45791585999999,125000.0,56.69904625,1.58,3.483303742521066,3483.303742521066,597000.0,2006,Indiana,Midwest,18,28214.9,4295.6,10034.6,32.6,53.1,42630.8
312,IN,7000.0,59,26.761949830000002,413000.0,187333.64881,187.33364881,145000.0,65.77089365,1.47,3.2407952541177,3240.7952541177006,607000.0,2004,Indiana,Midwest,18,18854.2,3633.8,2092.6,66.7,83.6,24730.9
313,IN,7000.0,62,28.12272694,434000.0,196859.08858,196.85908858,208000.0,94.34721296,3.46,7.627994271596764,7627.9942715967645,1502000.0,2016,Indiana,Midwest,18,6.4,1768.4,937.9,35.3,0.0,2748.0
314,IN,7000.0,67,30.390688790000002,469000.0,212734.82153000002,212.73482153,150000.0,68.0388555,1.68,3.703766004705943,3703.7660047059435,788000.0,2008,Indiana,Midwest,18,37050.8,2742.7,10810.1,20.2,18.6,50642.4
315,IN,7000.0,76,34.47302012,532000.0,241311.14084,241.31114084,186000.0,84.36818081999999,0.92,2.028252812100874,2028.2528121008738,489000.0,2001,Indiana,Midwest,18,0.0,393.3,0.0,0.0,0.0,393.3
316,IN,8000.0,51,23.133210870000003,408000.0,185065.68696000002,185.06568696,147000.0,66.67807839,2.14,4.71789241075638,4717.892410756381,873000.0,2011,Indiana,Midwest,18,56387.8,53736.8,15199.8,45.6,4.3,125374.3
317,IN,8000.0,53,24.04039561,424000.0,192323.16488,192.32316488,119000.0,53.97749203,1.5,3.3069339327731635,3306.9339327731636,636000.0,2007,Indiana,Midwest,18,45215.8,7096.6,10117.2,40.6,10.2,62480.4
318,IN,8000.0,59,26.761949830000002,472000.0,214095.59864,214.09559864,203000.0,92.07925111,2.54,5.59974145949589,5599.741459495891,1199000.0,2012,Indiana,Midwest,18,108503.1,52850.4,19470.2,28.2,1.7,180853.6
319,IN,8000.0,62,28.12272694,496000.0,224981.81552,224.98181552,233000.0,105.68702221,1.19,2.6235009200000428,2623.500920000043,590000.0,2002,Indiana,Midwest,18,0.0,255.7,30.2,0.0,0.0,285.9
320,IN,8000.0,64,29.02991168,512000.0,232239.29344,232.23929343999998,189000.0,85.72895792999999,1.18,2.6014546937815552,2601.4546937815553,604000.0,2005,Indiana,Midwest,18,39014.6,2692.9,6777.0,41.7,24.5,48550.7
321,IN,8000.0,65,29.48350405,520000.0,235868.03240000003,235.8680324,286000.0,129.72741782,1.03,2.270761300504239,2270.761300504239,536000.0,2000,Indiana,Midwest,18,0.0,228.9,0.0,0.0,0.0,228.9
322,IN,9000.0,32,14.51495584,288000.0,130634.60256,130.63460256,101000.0,45.812829369999996,2.02,4.453337696134527,4453.3376961345275,582000.0,2009,Indiana,Midwest,18,37115.0,13889.8,15124.8,76.8,19.8,66226.2
323,IN,9000.0,92,41.73049804,828000.0,375574.48236,375.57448236,489000.0,221.80666893,0.85,1.8739292285714593,1873.9292285714594,704000.0,1998,Indiana,Midwest,18,0.0,93.1,0.0,0.0,0.0,93.1
324,KS,16000.0,51,23.133210870000003,816000.0,370131.37392000004,370.13137392,294000.0,133.35615678,0.94,2.072345264537849,2072.3452645378493,767000.0,1996,Kansas,Midwest,20,0.0,7.6,0.0,0.0,0.0,7.6
325,KS,17000.0,67,30.390688790000002,1139000.0,516641.70943000005,516.64170943,182000.0,82.55381134,0.89,1.9621141334454104,1962.1141334454105,1014000.0,1995,Kansas,Midwest,20,0.0,24.4,0.0,0.0,0.0,24.4
326,KS,17000.0,71,32.20505827,1207000.0,547485.9905900001,547.48599059,688000.0,312.07155056,0.81,1.7857443236975084,1785.7443236975087,978000.0,1997,Kansas,Midwest,20,0.0,156.7,0.0,0.0,0.0,156.7
327,KS,19000.0,47,21.31884139,893000.0,405057.98641,405.05798641,214000.0,97.06876718,0.72,1.5873282877311183,1587.3282877311185,643000.0,1994,Kansas,Midwest,20,,,,,,
328,KS,23000.0,57,25.85476509,1311000.0,594659.59707,594.65959707,891000.0,404.15080166999996,0.56,1.2345886682353144,1234.5886682353146,734000.0,1993,Kansas,Midwest,20,,,,,,
329,KS,28000.0,58,26.30835746,1624000.0,736634.00888,736.63400888,244000.0,110.67653828,0.59,1.3007273468907776,1300.7273468907777,958000.0,1992,Kansas,Midwest,20,,,,,,
330,KS,35000.0,52,23.586803240000002,1820000.0,825538.1134,825.5381133999999,291000.0,131.99537967,0.6,1.3227735731092654,1322.7735731092655,1092000.0,1991,Kansas,Midwest,20,,,,,,
331,KS,10000.0,61,27.66913457,610000.0,276691.3457,276.6913457,128000.0,58.059823359999996,1.55,3.4171650638656024,3417.165063865603,946000.0,2008,Kansas,Midwest,20,18574.2,6267.3,11798.4,0.0,0.0,36639.9
332,KS,13000.0,51,23.133210870000003,663000.0,300731.74131,300.73174131,530000.0,240.4039561,0.96,2.1164377169748247,2116.4377169748245,636000.0,2001,Kansas,Midwest,20,0.0,46.9,0.0,0.0,0.0,46.9
333,KS,13000.0,67,30.390688790000002,871000.0,395078.95427000005,395.07895427,854000.0,387.36788398,1.11,2.4471311102521414,2447.1311102521413,967000.0,1999,Kansas,Midwest,20,0.0,22.6,0.0,0.0,0.0,22.6
334,KS,14000.0,40,18.143694800000002,560000.0,254011.72720000002,254.0117272,196000.0,88.90410452,1.18,2.6014546937815552,2601.4546937815553,661000.0,2007,Kansas,Midwest,20,20029.0,1155.9,6636.6,0.0,235.3,28056.8
335,KS,14000.0,55,24.947580350000003,770000.0,349266.1249,349.26612489999997,246000.0,111.58372302,1.17,2.5794084675630673,2579.4084675630675,901000.0,2006,Kansas,Midwest,20,12961.0,3964.6,9406.4,0.0,0.0,26332.0
336,KS,14000.0,80,36.287389600000004,1120000.0,508023.45440000005,508.0234544,683000.0,309.80358871,1.18,2.6014546937815552,2601.4546937815553,1322000.0,2004,Kansas,Midwest,20,7479.3,10636.1,3575.9,20.2,0.0,21711.5
337,KS,15000.0,68,30.84428116,1020000.0,462664.2174,462.6642174,520000.0,235.8680324,0.91,2.006206585882386,2006.2065858823862,928000.0,2000,Kansas,Midwest,20,0.0,28.7,0.0,0.0,0.0,28.7
338,KS,16000.0,46,20.86524902,736000.0,333843.98432,333.84398432,390000.0,176.9010243,0.87,1.918021681008435,1918.021681008435,640000.0,1998,Kansas,Midwest,20,0.0,20.1,0.0,0.0,0.0,20.1
339,KS,16000.0,50,22.6796185,800000.0,362873.896,362.873896,328000.0,148.77829736,1.05,2.3148537529412145,2314.8537529412147,840000.0,2005,Kansas,Midwest,20,10489.0,3142.6,5469.7,0.0,0.0,19101.3
340,KS,16000.0,57,25.85476509,912000.0,413676.24144,413.67624144,447000.0,202.75578939,1.41,3.1085178968067737,3108.517896806774,1286000.0,2003,Kansas,Midwest,20,0.0,23.7,81.7,16.2,0.0,121.6
341,KS,17000.0,52,23.586803240000002,884000.0,400975.65508,400.97565507999997,407000.0,184.61209459,1.5,3.3069339327731635,3306.9339327731636,1326000.0,2002,Kansas,Midwest,20,0.0,10.2,98.1,0.0,0.0,108.3
342,KS,6000.0,46,20.86524902,276000.0,125191.49412,125.19149412,39000.0,17.69010243,2.5,5.511556554621939,5511.5565546219395,690000.0,2013,Kansas,Midwest,20,71506.6,29835.0,29067.0,0.0,0.0,130408.6
343,KS,6000.0,55,24.947580350000003,330000.0,149685.4821,149.6854821,125000.0,56.69904625,2.28,5.026539577815208,5026.539577815209,752000.0,2012,Kansas,Midwest,20,48739.6,37132.2,29558.4,0.0,0.0,115430.2
344,KS,7000.0,44,19.958064280000002,308000.0,139706.44996,139.70644996,117000.0,53.070307289999995,2.15,4.739938636974868,4739.938636974868,662000.0,2011,Kansas,Midwest,20,29542.7,19711.5,24384.9,0.0,0.0,73639.1
345,KS,7000.0,48,21.772433760000002,336000.0,152407.03632,152.40703632,54000.0,24.49398798,3.04,6.702052770420278,6702.052770420279,1021000.0,2016,Kansas,Midwest,20,0.0,2221.5,2408.3,0.0,0.0,4629.8
346,KS,7000.0,75,34.01942775,525000.0,238135.99425000002,238.13599424999998,84000.0,38.10175908,2.38,5.2470018400000855,5247.001840000086,1250000.0,2014,Kansas,Midwest,20,67757.5,46814.4,31315.3,0.3,0.0,145887.5
347,KS,7000.0,79,35.83379723,553000.0,250836.58061,250.83658061,260000.0,117.9340162,4.18,9.215322559327882,9215.322559327882,2312000.0,2017,Kansas,Midwest,20,,,,,,
348,KS,8000.0,36,16.329325320000002,288000.0,130634.60256,130.63460256,107000.0,48.53438359,3.5,7.716179176470715,7716.179176470716,1008000.0,2015,Kansas,Midwest,20,0.0,2238.9,2230.0,0.2,0.0,4469.1
349,KS,9000.0,52,23.586803240000002,468000.0,212281.22916000002,212.28122915999998,103000.0,46.72001411,2.02,4.453337696134527,4453.3376961345275,945000.0,2010,Kansas,Midwest,20,15132.8,22264.7,17974.1,0.0,0.0,55371.6
350,KS,9000.0,63,28.576319310000002,567000.0,257186.87379,257.18687379,164000.0,74.38914868,1.85,4.078551850420236,4078.5518504202355,1049000.0,2009,Kansas,Midwest,20,24430.8,8915.2,26354.2,0.0,0.0,59700.2
351,KY,3000.0,44,19.958064280000002,132000.0,59874.19284,59.87419284,30000.0,13.607771099999999,1.02,2.248715074285751,2248.7150742857516,135000.0,1995,Kentucky,South,21,0.0,78.8,0.0,0.0,0.0,78.8
352,KY,3000.0,54,24.49398798,162000.0,73481.96394,73.48196394,57000.0,25.85476509,0.98,2.1605301694118,2160.5301694118,159000.0,1994,Kentucky,South,21,,,,,,
353,KY,3000.0,60,27.2155422,180000.0,81646.6266,81.6466266,23000.0,10.43262451,1.28,2.821916955966433,2821.9169559664333,230000.0,1996,Kentucky,South,21,0.0,34.5,0.0,0.0,0.0,34.5
354,KY,3000.0,60,27.2155422,180000.0,81646.6266,81.6466266,54000.0,24.49398798,1.48,3.262841480336188,3262.8414803361884,266000.0,1997,Kentucky,South,21,0.0,1370.3,0.0,0.0,0.0,1370.3
355,KY,4000.0,30,13.6077711,120000.0,54431.0844,54.431084399999996,54000.0,24.49398798,0.74,1.631420740168094,1631.4207401680942,89000.0,1992,Kentucky,South,21,,,,,,
356,KY,4000.0,60,27.2155422,240000.0,108862.1688,108.86216879999999,89000.0,40.36972093,0.84,1.8518830023529715,1851.8830023529717,202000.0,1993,Kentucky,South,21,,,,,,
357,KY,7000.0,25,11.33980925,175000.0,79378.66475000001,79.37866475,88000.0,39.91612856,0.96,2.1164377169748247,2116.4377169748245,168000.0,1991,Kentucky,South,21,,,,,,
358,KY,3000.0,41,18.59728717,123000.0,55791.86151,55.79186151,17000.0,7.711070289999999,3.25,7.165023521008521,7165.023521008521,400000.0,2013,Kentucky,South,21,32857.7,14255.7,4577.4,27.2,0.0,51718.0
359,KY,3000.0,50,22.6796185,150000.0,68038.8555,68.0388555,12000.0,5.44310844,1.24,2.7337320510924816,2733.732051092482,186000.0,1999,Kentucky,South,21,0.0,4566.6,0.0,0.0,0.0,4566.6
360,KY,3000.0,50,22.6796185,150000.0,68038.8555,68.0388555,51000.0,23.13321087,1.4,3.0864716705882858,3086.471670588286,210000.0,1998,Kentucky,South,21,0.0,3317.9,0.0,0.0,0.0,3317.9
361,KY,4000.0,39,17.69010243,156000.0,70760.40972000001,70.76040972,12000.0,5.44310844,3.17,6.988653711260619,6988.653711260619,495000.0,2011,Kentucky,South,21,7982.0,16392.4,11304.4,32.7,0.0,35711.5
362,KY,4000.0,39,17.69010243,156000.0,70760.40972000001,70.76040972,27000.0,12.24699399,2.44,5.379279197311012,5379.279197311013,381000.0,2008,Kentucky,South,21,5241.4,5605.5,2053.5,36.4,0.0,12936.8
363,KY,4000.0,48,21.772433760000002,192000.0,87089.73504,87.08973504,54000.0,24.49398798,1.35,2.9762405394958473,2976.2405394958478,259000.0,2000,Kentucky,South,21,0.0,3284.7,0.0,0.0,0.0,3284.7
364,KY,4000.0,61,27.66913457,244000.0,110676.53828000001,110.67653828,54000.0,24.49398798,2.12,4.673799958319405,4673.799958319405,517000.0,2007,Kentucky,South,21,9675.1,2649.4,1569.6,30.7,0.0,13924.8
365,KY,4000.0,78,35.38020486,312000.0,141520.81944000002,141.52081944,125000.0,56.69904625,1.41,3.1085178968067737,3108.517896806774,440000.0,2001,Kentucky,South,21,0.0,2705.4,0.0,0.0,0.0,2705.4
366,KY,5000.0,35,15.875732950000002,175000.0,79378.66475000001,79.37866475,25000.0,11.33980925,2.71,5.974527305210182,5974.527305210183,474000.0,2009,Kentucky,South,21,8067.6,5332.7,3797.5,42.7,0.0,17240.5
367,KY,5000.0,38,17.23651006,190000.0,86182.5503,86.1825503,42000.0,19.05087954,4.08,8.994860297143005,8994.860297143006,775000.0,2017,Kentucky,South,21,,,,,,
368,KY,5000.0,46,20.86524902,230000.0,104326.2451,104.3262451,48000.0,21.77243376,4.02,8.862582939832077,8862.582939832078,925000.0,2016,Kentucky,South,21,8.4,4470.0,339.8,27.3,0.0,4845.5
369,KY,5000.0,46,20.86524902,230000.0,104326.2451,104.3262451,55000.0,24.94758035,4.04,8.906675392269054,8906.675392269055,929000.0,2015,Kentucky,South,21,2.5,3918.7,582.5,58.5,0.0,4562.2
370,KY,5000.0,47,21.31884139,235000.0,106594.20695,106.59420695,56000.0,25.401172719999998,3.96,8.73030558252115,8730.305582521152,931000.0,2014,Kentucky,South,21,36534.5,30765.2,8474.1,45.4,0.0,75819.2
371,KY,5000.0,48,21.772433760000002,240000.0,108862.1688,108.86216879999999,14000.0,6.3502931799999995,1.67,3.681719778487455,3681.7197784874556,401000.0,2003,Kentucky,South,21,0.0,2013.9,312.9,3.6,0.0,2330.4
372,KY,5000.0,50,22.6796185,250000.0,113398.0925,113.3980925,40000.0,18.1436948,2.08,4.585615053445453,4585.615053445454,520000.0,2005,Kentucky,South,21,1915.3,1821.1,428.5,28.4,0.0,4193.3
373,KY,5000.0,51,23.133210870000003,255000.0,115666.05435,115.66605435,41000.0,18.59728717,3.15,6.944561258823644,6944.561258823644,803000.0,2012,Kentucky,South,21,19734.3,13952.5,6714.5,18.6,0.0,40419.9
374,KY,5000.0,54,24.49398798,270000.0,122469.93990000001,122.4699399,78000.0,35.38020486,1.63,3.593534873613504,3593.5348736135043,440000.0,2002,Kentucky,South,21,0.0,2862.4,137.7,0.0,0.0,3000.1
375,KY,5000.0,56,25.40117272,280000.0,127005.86360000001,127.0058636,34000.0,15.422140579999999,1.96,4.3210603388236,4321.0603388236,549000.0,2004,Kentucky,South,21,1655.6,3462.8,348.6,54.6,1.9,5523.5
376,KY,5000.0,56,25.40117272,280000.0,127005.86360000001,127.0058636,70000.0,31.7514659,2.19,4.828123541848819,4828.123541848819,613000.0,2006,Kentucky,South,21,3652.4,4672.3,1422.8,60.9,1.1,9809.5
377,KY,5000.0,67,30.390688790000002,335000.0,151953.44395000002,151.95344395,67000.0,30.39068879,2.72,5.996573531428671,5996.573531428671,911000.0,2010,Kentucky,South,21,8732.8,16406.8,3748.7,21.6,0.0,28909.9
378,LA,33000.0,119,53.97749203,3927000.0,1781257.2369900001,1781.25723699,275000.0,124.73790174999999,0.63,1.3889122517647288,1388.9122517647288,2474000.0,1995,Louisiana,South,22,0.0,945.9,0.0,0.0,0.0,945.9
379,LA,35000.0,98,44.45205226,3430000.0,1555821.8291,1555.8218291,515000.0,233.60007055,0.46,1.014126406050437,1014.1264060504369,1578000.0,1994,Louisiana,South,22,,,,,,
380,LA,37000.0,106,48.08079122,3922000.0,1778989.27514,1778.98927514,784000.0,355.61641808,0.83,1.8298367761344838,1829.836776134484,3255000.0,1996,Louisiana,South,22,0.0,1406.4,0.0,0.0,0.0,1406.4
381,LA,40000.0,70,31.751465900000003,2800000.0,1270058.6360000002,1270.058636,168000.0,76.20351816,0.53,1.1684499895798512,1168.4499895798513,1484000.0,1991,Louisiana,South,22,,,,,,
382,LA,44000.0,115,52.163122550000004,5060000.0,2295177.3922,2295.1773921999998,759000.0,344.27660883,0.7,1.5432358352941429,1543.235835294143,3542000.0,1997,Louisiana,South,22,0.0,493.8,0.0,0.0,0.0,493.8
383,LA,45000.0,107,48.534383590000004,4815000.0,2184047.26155,2184.04726155,385000.0,174.63306244999998,0.51,1.1243575371428756,1124.3575371428758,2456000.0,1992,Louisiana,South,22,,,,,,
384,LA,47000.0,86,39.00894382,4042000.0,1833420.35954,1833.42035954,1213000.0,550.20754481,0.52,1.1464037633613633,1146.4037633613634,2102000.0,1993,Louisiana,South,22,,,,,,
385,LA,29000.0,89,40.36972093,2581000.0,1170721.9069700001,1170.72190697,413000.0,187.33364881,1.08,2.380992431596678,2380.992431596678,2787000.0,2007,Louisiana,South,22,730.1,3945.3,9864.2,759.7,0.0,15299.3
386,LA,30000.0,90,40.8233133,2700000.0,1224699.399,1224.6993989999999,675000.0,306.17484974999996,0.9,1.9841603596638981,1984.1603596638984,2430000.0,2006,Louisiana,South,22,1909.5,4995.6,13520.1,356.3,0.0,20781.5
387,LA,34000.0,90,40.8233133,3060000.0,1387992.6522000001,1387.9926522,275000.0,124.73790174999999,1.24,2.7337320510924816,2733.732051092482,3794000.0,2003,Louisiana,South,22,0.0,1251.1,1297.8,25.5,0.0,2574.4
388,LA,35000.0,124,56.24545388,4340000.0,1968590.8858,1968.5908858,347000.0,157.39655238999998,1.16,2.55736224134458,2557.3622413445796,5034000.0,2002,Louisiana,South,22,0.0,1309.1,221.2,75.5,0.0,1605.8
389,LA,35000.0,97,43.99845989,3395000.0,1539946.09615,1539.94609615,611000.0,277.14493806999997,0.72,1.5873282877311183,1587.3282877311185,2444000.0,2005,Louisiana,South,22,560.3,3257.3,5588.3,91.5,0.0,9497.4
390,LA,35000.0,98,44.45205226,3430000.0,1555821.8291,1555.8218291,240000.0,108.86216879999999,0.79,1.741651871260533,1741.651871260533,2710000.0,2004,Louisiana,South,22,136.6,5336.1,7054.0,490.4,0.0,13017.1
391,LA,36000.0,77,34.926612490000004,2772000.0,1257358.04964,1257.35804964,471000.0,213.64200627,1.67,3.681719778487455,3681.7197784874556,4629000.0,2011,Louisiana,South,22,4850.7,20744.8,19026.7,2129.5,0.0,46751.7
392,LA,36000.0,80,36.287389600000004,2880000.0,1306346.0256,1306.3460256,288000.0,130.63460256,1.5,3.3069339327731635,3306.9339327731636,4320000.0,2010,Louisiana,South,22,3808.5,18262.6,6468.3,107.2,0.0,28646.6
393,LA,37000.0,103,46.72001411,3811000.0,1728640.5220700002,1728.6405220699999,610000.0,276.6913457,1.36,2.9982867657143353,2998.2867657143356,5183000.0,2009,Louisiana,South,22,4220.8,4983.4,14607.0,384.2,0.0,24195.4
394,LA,40000.0,77,34.926612490000004,3080000.0,1397064.4996,1397.0644995999999,493000.0,223.62103840999998,1.36,2.9982867657143353,2998.2867657143356,4189000.0,2008,Louisiana,South,22,1058.4,10848.2,14375.5,451.6,0.0,26733.7
395,LA,41000.0,111,50.34875307,4551000.0,2064298.87587,2064.29887587,865000.0,392.35740004999997,0.59,1.3007273468907776,1300.7273468907777,2685000.0,1998,Louisiana,South,22,0.0,433.8,0.0,0.0,0.0,433.8
396,LA,41000.0,86,39.00894382,3526000.0,1599366.69662,1599.3666966199999,141000.0,63.95652417,1.83,4.03445939798326,4034.45939798326,6453000.0,2012,Louisiana,South,22,6514.1,18133.3,20919.4,0.1,0.0,45566.9
397,LA,43000.0,81,36.74098197,3483000.0,1579862.22471,1579.86222471,279000.0,126.55227123,1.88,4.144690529075698,4144.690529075699,6548000.0,2017,Louisiana,South,22,,,,,,
398,LA,43000.0,94,42.63768278,4042000.0,1833420.35954,1833.42035954,1334000.0,605.09222158,0.52,1.1464037633613633,1146.4037633613634,2102000.0,2000,Louisiana,South,22,0.0,2964.7,0.0,0.0,0.0,2964.7
399,LA,44000.0,99,44.905644630000005,4356000.0,1975848.36372,1975.84836372,348000.0,157.85014476,1.95,4.2990141126051125,4299.014112605113,8494000.0,2015,Louisiana,South,22,0.0,7778.9,4740.4,593.0,0.0,13112.3
400,LA,45000.0,106,48.08079122,4770000.0,2163635.6049,2163.6356049,572000.0,259.45483564,0.6,1.3227735731092654,1322.7735731092655,2862000.0,2001,Louisiana,South,22,0.0,2804.1,460.1,0.0,0.0,3264.2
401,LA,48000.0,114,51.70953018,5472000.0,2482057.44864,2482.05744864,821000.0,372.39933577,0.49,1.0802650847059,1080.2650847059,2681000.0,1999,Louisiana,South,22,0.0,628.4,0.0,0.0,0.0,628.4
402,LA,48000.0,84,38.10175908,4032000.0,1828884.4358400002,1828.88443584,524000.0,237.68240188,2.18,4.806077315630332,4806.077315630332,8790000.0,2014,Louisiana,South,22,4006.1,20872.0,24656.1,543.1,0.0,50077.3
403,LA,50000.0,86,39.00894382,4300000.0,1950447.191,1950.447191,301000.0,136.53130337,1.94,4.2769678863866245,4276.967886386625,8342000.0,2016,Louisiana,South,22,0.0,10335.2,5216.2,282.6,0.0,15834.0
404,LA,50000.0,98,44.45205226,4900000.0,2222602.613,2222.602613,490000.0,222.2602613,1.89,4.166736755294186,4166.736755294186,9261000.0,2013,Louisiana,South,22,5418.9,15364.7,16757.5,11.0,0.0,37552.1
405,MD,6000.0,23,10.43262451,138000.0,62595.74706,62.59574706,51000.0,23.13321087,0.99,2.1825763956302877,2182.576395630288,137000.0,1992,Maryland,South,24,,,,,,
406,MD,6000.0,40,18.143694800000002,240000.0,108862.1688,108.86216879999999,65000.0,29.48350405,1.59,3.5053499687395537,3505.349968739554,382000.0,1997,Maryland,South,24,0.0,475.1,0.0,0.0,0.0,475.1
407,MD,7000.0,25,11.33980925,175000.0,79378.66475000001,79.37866475,60000.0,27.215542199999998,1.12,2.469177336470629,2469.177336470629,196000.0,1991,Maryland,South,24,,,,,,
408,MD,7000.0,27,12.24699399,189000.0,85728.95793,85.72895792999999,77000.0,34.92661249,1.47,3.2407952541177,3240.7952541177006,278000.0,1993,Maryland,South,24,,,,,,
409,MD,7000.0,32,14.51495584,224000.0,101604.69088000001,101.60469087999999,40000.0,18.1436948,1.21,2.6675933724370187,2667.593372437019,271000.0,1996,Maryland,South,24,0.0,864.0,0.0,0.0,0.0,864.0
410,MD,7000.0,35,15.875732950000002,245000.0,111130.13065,111.13013065,81000.0,36.74098197,1.03,2.270761300504239,2270.761300504239,252000.0,1995,Maryland,South,24,0.0,361.9,0.0,0.0,0.0,361.9
411,MD,7000.0,36,16.329325320000002,252000.0,114305.27724000001,114.30527724,83000.0,37.64816671,1.08,2.380992431596678,2380.992431596678,272000.0,1994,Maryland,South,24,,,,,,
412,MD,2000.0,42,19.05087954,84000.0,38101.75908,38.10175908,21000.0,9.52543977,1.93,4.2549216601681366,4254.921660168137,162000.0,2003,Maryland,South,24,0.0,213.7,53.0,1.3,0.0,268.0
413,MD,3000.0,46,20.86524902,138000.0,62595.74706,62.59574706,21000.0,9.52543977,1.96,4.3210603388236,4321.0603388236,270000.0,2002,Maryland,South,24,0.0,541.2,21.3,0.0,0.0,562.5
414,MD,4000.0,46,20.86524902,184000.0,83460.99608,83.46099608,55000.0,24.94758035,1.6,3.5273961949580412,3527.3961949580416,294000.0,2001,Maryland,South,24,0.0,339.5,0.0,0.0,0.0,339.5
415,MD,6000.0,46,20.86524902,276000.0,125191.49412,125.19149412,50000.0,22.6796185,1.64,3.6155810998319917,3615.581099831992,453000.0,1999,Maryland,South,24,0.0,313.0,0.0,0.0,0.0,313.0
416,MD,6000.0,46,20.86524902,276000.0,125191.49412,125.19149412,52000.0,23.58680324,1.14,2.513269788907604,2513.2697889076044,315000.0,2000,Maryland,South,24,0.0,318.2,0.0,0.0,0.0,318.2
417,MD,7000.0,44,19.958064280000002,308000.0,139706.44996,139.70644996,92000.0,41.73049804,1.1,2.4250848840336534,2425.0848840336535,339000.0,1998,Maryland,South,24,0.0,474.7,0.0,0.0,0.0,474.7
418,ME,8000.0,19,8.61825503,152000.0,68946.04024,68.94604024,9000.0,4.08233133,0.7,1.5432358352941429,1543.235835294143,106000.0,1997,Maine,Northeast,23,0.0,2408.3,0.0,0.0,0.0,2408.3
419,ME,8000.0,55,24.947580350000003,440000.0,199580.6428,199.5806428,172000.0,78.01788764,0.6,1.3227735731092654,1322.7735731092655,264000.0,1994,Maine,Northeast,23,,,,,,
420,ME,9000.0,23,10.43262451,207000.0,93893.62059,93.89362059,21000.0,9.52543977,1.06,2.3368999791597025,2336.8999791597025,219000.0,1996,Maine,Northeast,23,0.0,3235.5,0.0,0.0,0.0,3235.5
421,ME,11000.0,45,20.41165665,495000.0,224528.22315,224.52822315,223000.0,101.15109851,0.97,2.1384839431933123,2138.4839431933124,480000.0,1995,Maine,Northeast,23,0.0,2092.3,0.0,0.0,0.0,2092.3
422,ME,13000.0,42,19.05087954,546000.0,247661.43402000002,247.66143402,213000.0,96.61517481,0.69,1.5211896090756551,1521.1896090756552,377000.0,1991,Maine,Northeast,23,,,,,,
423,ME,13000.0,50,22.6796185,650000.0,294835.0405,294.8350405,215000.0,97.52235955,0.68,1.4991433828571676,1499.1433828571678,442000.0,1993,Maine,Northeast,23,,,,,,
424,ME,15000.0,22,9.979032140000001,330000.0,149685.4821,149.6854821,122000.0,55.33826914,0.77,1.6975594188235574,1697.5594188235575,254000.0,1992,Maine,Northeast,23,,,,,,
425,ME,10000.0,26,11.793401620000001,260000.0,117934.01620000001,117.9340162,117000.0,53.070307289999995,0.69,1.5211896090756551,1521.1896090756552,179000.0,1998,Maine,Northeast,23,0.0,2915.3,0.0,0.0,0.0,2915.3
